0,10558.89943
6.10E-04,10118.08104
0.00122,5565.30094
0.00183,1808.03841
0.00244,231.83828
0.00305,16.48203
0.00366,19.66773
0.00427,14.47674
0.00488,11.9341
0.00549,13.33408
0.0061,7.76917
0.00671,7.47268
0.00732,6.70021
0.00793,6.06265
0.00854,6.78022
0.00916,7.12943
0.00977,7.26102
0.01038,7.43597
0.01099,6.72003
0.0116,6.7693
0.01221,6.22572
0.01282,6.75577
0.01343,6.54156
0.01404,6.10798
0.01465,5.55784
0.01526,5.51694
0.01587,6.00379
0.01648,6.66835
0.01709,7.27525
0.0177,7.67264
0.01831,7.73528
0.01892,7.43064
0.01953,7.37512
0.02014,7.6826
0.02075,7.71128
0.02136,7.5279
0.02197,6.93837
0.02258,6.59434
0.02319,6.34959
0.0238,6.24969
0.02441,5.76915
0.02502,5.55992
0.02563,5.86351
0.02625,6.1797
0.02686,6.40236
0.02747,6.31143
0.02808,6.55961
0.02869,6.85769
0.0293,7.56143
0.02991,8.89643
0.03052,10.61131
0.03113,12.36511
0.03174,14.10247
0.03235,13.88737
0.03296,11.29575
0.03357,8.7739
0.03418,7.10872
0.03479,6.54062
0.0354,6.05953
0.03601,5.65189
0.03662,5.79183
0.03723,5.79906
0.03784,5.6145
0.03845,5.44321
0.03906,6.19792
0.03967,6.85155
0.04028,6.80426
0.04089,6.31873
0.0415,5.77437
0.04211,6.10671
0.04272,6.25962
0.04333,5.95642
0.04395,5.51923
0.04456,5.5331
0.04517,5.72331
0.04578,5.60639
0.04639,5.54482
0.047,5.31201
0.04761,6.10748
0.04822,22.87063
0.04883,65.91339
0.04944,114.26919
0.05005,132.40523
0.05066,104.93869
0.05127,54.78658
0.05188,16.38637
0.05249,5.81164
0.0531,5.55442
0.05371,5.52551
0.05432,5.5252
0.05493,5.24943
0.05554,4.9513
0.05615,5.15623
0.05676,5.6471
0.05737,5.83502
0.05798,5.45281
0.05859,4.8793
0.0592,4.99607
0.05981,5.30132
0.06042,5.39003
0.06104,5.34631
0.06165,5.25827
0.06226,5.12079
0.06287,8.10737
0.06348,14.69223
0.06409,18.6242
0.0647,16.32357
0.06531,9.97888
0.06592,7.00958
0.06653,7.80935
0.06714,9.53251
0.06775,10.79979
0.06836,11.33935
0.06897,9.67131
0.06958,8.3833
0.07019,7.92447
0.0708,8.18458
0.07141,8.45034
0.07202,6.89254
0.07263,5.11358
0.07324,4.64326
0.07385,4.44241
0.07446,4.67388
0.07507,4.79552
0.07568,4.8913
0.07629,5.03152
0.0769,5.2455
0.07751,5.3282
0.07813,5.17794
0.07874,5.23385
0.07935,4.8986
0.07996,4.65441
0.08057,4.6369
0.08118,4.56405
0.08179,4.58497
0.0824,4.83608
0.08301,4.90358
0.08362,4.61978
0.08423,4.47421
0.08484,4.56734
0.08545,4.38386
0.08606,4.59793
0.08667,4.71304
0.08728,4.61971
0.08789,4.70063
0.0885,4.74967
0.08911,4.87287
0.08972,4.76518
0.09033,4.81632
0.09094,4.64981
0.09155,4.45848
0.09216,4.43804
0.09277,4.49731
0.09338,4.37159
0.09399,5.48809
0.0946,7.87291
0.09521,9.21631
0.09583,8.06987
0.09644,5.52656
0.09705,4.98464
0.09766,5.05134
0.09827,4.95322
0.09888,4.90016
0.09949,4.93593
0.1001,5.14421
0.10071,5.00435
0.10132,4.30978
0.10193,4.02046
0.10254,3.99838
0.10315,4.13646
0.10376,4.49438
0.10437,4.6485
0.10498,4.70653
0.10559,4.45632
0.1062,4.47709
0.10681,4.37892
0.10742,4.26037
0.10803,4.36868
0.10864,4.4802
0.10925,4.54621
0.10986,4.66782
0.11047,4.6006
0.11108,4.40243
0.11169,4.15744
0.1123,3.93915
0.11292,4.29019
0.11353,4.25977
0.11414,4.13973
0.11475,3.91984
0.11536,3.84022
0.11597,4.22461
0.11658,4.556
0.11719,4.5765
0.1178,5.01598
0.11841,4.9856
0.11902,4.35884
0.11963,3.93809
0.12024,3.90895
0.12085,4.11301
0.12146,4.06054
0.12207,3.86779
0.12268,4.07323
0.12329,4.06726
0.1239,3.94163
0.12451,3.81137
0.12512,3.90434
0.12573,5.33452
0.12634,8.81203
0.12695,10.95984
0.12756,9.31173
0.12817,6.59534
0.12878,6.15877
0.12939,6.95734
0.13,7.00228
0.13062,7.14302
0.13123,7.44552
0.13184,7.77851
0.13245,7.03316
0.13306,5.92531
0.13367,4.86571
0.13428,4.20475
0.13489,3.6966
0.1355,3.6454
0.13611,3.71666
0.13672,3.95153
0.13733,3.8845
0.13794,3.6966
0.13855,3.55713
0.13916,3.14073
0.13977,3.38638
0.14038,3.62516
0.14099,3.60032
0.1416,3.60592
0.14221,3.49692
0.14282,3.67673
0.14343,3.43748
0.14404,3.4459
0.14465,3.09801
0.14526,3.16419
0.14587,3.22367
0.14648,3.27018
0.14709,3.09778
0.14771,2.95481
0.14832,3.43198
0.14893,4.84519
0.14954,7.04028
0.15015,7.66459
0.15076,5.80405
0.15137,4.1435
0.15198,3.33849
0.15259,3.03568
0.1532,3.05182
0.15381,3.31567
0.15442,3.15238
0.15503,3.15222
0.15564,3.1026
0.15625,3.34227
0.15686,3.30619
0.15747,3.17724
0.15808,2.99701
0.15869,2.94822
0.1593,2.88695
0.15991,2.71748
0.16052,2.7847
0.16113,2.76481
0.16174,2.86494
0.16235,2.72983
0.16296,2.74357
0.16357,2.80676
0.16418,2.81145
0.16479,3.03992
0.16541,3.39509
0.16602,3.81276
0.16663,4.4825
0.16724,5.33163
0.16785,5.75663
0.16846,5.73021
0.16907,5.30243
0.16968,4.54159
0.17029,3.75869
0.1709,3.53254
0.17151,3.14672
0.17212,2.90205
0.17273,2.90575
0.17334,2.84596
0.17395,2.86353
0.17456,2.79869
0.17517,2.84117
0.17578,2.79021
0.17639,3
0.177,2.99856
0.17761,2.94478
0.17822,2.51553
0.17883,2.61207
0.17944,2.74945
0.18005,2.75628
0.18066,2.71237
0.18127,2.94692
0.18188,3.28993
0.1825,3.94105
0.18311,3.78383
0.18372,3.39379
0.18433,2.80054
0.18494,2.5101
0.18555,2.30171
0.18616,2.29019
0.18677,2.52044
0.18738,2.61936
0.18799,2.69081
0.1886,2.5908
0.18921,2.52658
0.18982,2.5464
0.19043,2.58004
0.19104,2.52966
0.19165,2.36998
0.19226,2.50196
0.19287,2.57973
0.19348,2.59285
0.19409,2.42164
0.1947,2.51509
0.19531,2.54648
0.19592,2.46996
0.19653,2.38834
0.19714,2.33941
0.19775,2.31452
0.19836,2.40796
0.19897,2.45223
0.19958,2.36185
0.2002,2.33629
0.20081,2.35507
0.20142,2.30124
0.20203,2.38765
0.20264,2.30941
0.20325,2.33287
0.20386,2.21189
0.20447,2.42867
0.20508,2.60145
0.20569,2.49533
0.2063,2.32728
0.20691,2.31582
0.20752,2.35659
0.20813,2.45456
0.20874,2.39598
0.20935,2.40093
0.20996,2.49779
